Season,Year,Sport,Gender,Event,Medal,Country
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Eight With Coxswain (8+),Silver,Belgium
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,France
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
Summer,1900,Rowing,Men,Four-Oared Shell With Coxswain (4-),Silver,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Gold,Mixed Team
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Gold,Mixed Team
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Gold,Mixed Team
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
Summer,1900,Rowing,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
Summer,1900,Rowing,Men,Single Sculls (1X),Bronze,UK
Summer,1900,Rowing,Men,Single Sculls (1X),Gold,France
Summer,1900,Rowing,Men,Single Sculls (1X),Silver,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Gold,France
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,Germany
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Rugby,Men,Rugby,Silver,UK
Summer,1900,Sailing,Men,0.5-1T,Bronze,France
Summer,1900,Sailing,Men,0.5-1T,Bronze,France
Summer,1900,Sailing,Men,0.5-1T,Gold,UK
Summer,1900,Sailing,Men,0.5-1T,Gold,UK
Summer,1900,Sailing,Men,0.5-1T,Gold,UK
Summer,1900,Sailing,Men,0.5-1T,Silver,France
Summer,1900,Sailing,Men,0.5-1T,Silver,France
Summer,1900,Sailing,Men,0.5-1T,Silver,France
Summer,1900,Sailing,Men,0.5-1T,Silver,France
Summer,1900,Sailing,Men,0.5-1T,Silver,France
Summer,1900,Sailing,Men,10-20T,Bronze,UK
Summer,1900,Sailing,Men,10-20T,Gold,France
Summer,1900,Sailing,Men,10-20T,Gold,France
Summer,1900,Sailing,Men,10-20T,Silver,France
Summer,1900,Sailing,Men,3-10T,Bronze,USA
Summer,1900,Sailing,Men,3-10T,Gold,UK
Summer,1900,Sailing,Men,3-10T,Silver,France
Summer,1900,Sailing,Men,Open Class,Bronze,France
Summer,1900,Sailing,Men,Open Class,Bronze,France
Summer,1900,Sailing,Men,Open Class,Gold,UK
Summer,1900,Sailing,Men,Open Class,Gold,UK
Summer,1900,Sailing,Men,Open Class,Gold,UK
Summer,1900,Sailing,Men,Open Class,Silver,Germany
Summer,1900,Sailing,Men,Open Class,Silver,Germany
Summer,1900,Sailing,Men,Open Class,Silver,Germany
Summer,1900,Sailing,Men,Open Class,Silver,Germany
Summer,1900,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Bronze,France
Summer,1900,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Gold,France
Summer,1900,Shooting,Men,25M Rapid Fire Pistol (60 Shots),Silver,France
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Bronze,Netherlands
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Bronze,Netherlands
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Bronze,Netherlands
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Bronze,Netherlands
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Bronze,Netherlands
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Silver,France
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Silver,France
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Silver,France
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Silver,France
Summer,1900,Shooting,Men,"50M Army Pistol, Team",Silver,France
Summer,1900,Shooting,Men,50M Pistol (60 Shots),Bronze,Switzerland
Summer,1900,Shooting,Men,50M Pistol (60 Shots),Gold,Switzerland
Summer,1900,Shooting,Men,50M Pistol (60 Shots),Silver,France
Summer,1900,Shooting,Men,"Army Rifle, 300M, 3 Positions",Bronze,Norway
Summer,1900,Shooting,Men,"Army Rifle, 300M, 3 Positions",Bronze,Belgium
Summer,1900,Shooting,Men,"Army Rifle, 300M, 3 Positions",Gold,Switzerland
Summer,1900,Shooting,Men,"Army Rifle, 300M, 3 Positions",Silver,Denmark
Summer,1900,Shooting,Men,"Army Rifle, 300M, Kneeling",Gold,Switzerland
Summer,1900,Shooting,Men,"Army Rifle, 300M, Kneeling",Silver,Switzerland
Summer,1900,Shooting,Men,"Army Rifle, 300M, Kneeling",Silver,Denmark
Summer,1900,Shooting,Men,"Army Rifle, 300M, Prone",Bronze,Norway
Summer,1900,Shooting,Men,"Army Rifle, 300M, Prone",Gold,France
Summer,1900,Shooting,Men,"Army Rifle, 300M, Prone",Silver,Denmark
Summer,1900,Shooting,Men,"Army Rifle, 300M, Standing",Bronze,Belgium
Summer,1900,Shooting,Men,"Army Rifle, 300M, Standing",Gold,Denmark
Summer,1900,Shooting,Men,"Army Rifle, 300M, Standing",Silver,Norway
Summer,1900,Shooting,Men,"Free Rifle, Team",Bronze,France
Summer,1900,Shooting,Men,"Free Rifle, Team",Bronze,France
Summer,1900,Shooting,Men,"Free Rifle, Team",Bronze,France
Summer,1900,Shooting,Men,"Free Rifle, Team",Bronze,France
Summer,1900,Shooting,Men,"Free Rifle, Team",Bronze,France
Summer,1900,Shooting,Men,"Free Rifle, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"Free Rifle, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"Free Rifle, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"Free Rifle, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"Free Rifle, Team",Gold,Switzerland
Summer,1900,Shooting,Men,"Free Rifle, Team",Silver,Norway
Summer,1900,Shooting,Men,"Free Rifle, Team",Silver,Norway
Summer,1900,Shooting,Men,"Free Rifle, Team",Silver,Norway
Summer,1900,Shooting,Men,"Free Rifle, Team",Silver,Norway
Summer,1900,Shooting,Men,"Free Rifle, Team",Silver,Norway
Summer,1900,Shooting,Men,Trap (125 Targets),Bronze,France
Summer,1900,Shooting,Men,Trap (125 Targets),Gold,France
Summer,1900,Shooting,Men,Trap (125 Targets),Silver,France
Summer,1900,Tennis,Men,Doubles,Bronze,France
Summer,1900,Tennis,Men,Doubles,Bronze,UK
Summer,1900,Tennis,Men,Doubles,Bronze,UK
Summer,1900,Tennis,Men,Doubles,Bronze,France
Summer,1900,Tennis,Men,Doubles,Gold,UK
Summer,1900,Tennis,Men,Doubles,Gold,UK
Summer,1900,Tennis,Men,Doubles,Silver,Mixed Team
Summer,1900,Tennis,Men,Doubles,Silver,Mixed Team
Summer,1900,Tennis,Men,Mixed Doubles,Bronze,Mixed Team
Summer,1900,Tennis,Men,Mixed Doubles,Bronze,Mixed Team
Summer,1900,Tennis,Men,Mixed Doubles,Gold,UK
Summer,1900,Tennis,Men,Mixed Doubles,Silver,Mixed Team
Summer,1900,Tennis,Women,Mixed Doubles,Bronze,Mixed Team
Summer,1900,Tennis,Women,Mixed Doubles,Bronze,Mixed Team
Summer,1900,Tennis,Women,Mixed Doubles,Gold,UK
Summer,1900,Tennis,Women,Mixed Doubles,Silver,Mixed Team
Summer,1900,Tennis,Men,Singles,Bronze,UK
Summer,1900,Tennis,Men,Singles,Bronze,UK
Summer,1900,Tennis,Men,Singles,Gold,UK
Summer,1900,Tennis,Men,Singles,Silver,UK
Summer,1900,Tennis,Women,Singles,Bronze,USA
Summer,1900,Tennis,Women,Singles,Bronze,Czech Republic
Summer,1900,Tennis,Women,Singles,Gold,UK
Summer,1900,Tennis,Women,Singles,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Gold,Mixed Team
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1900,Tug of War,Men,Tug Of War,Silver,France
Summer,1904,Aquatics,Men,10M Platform,Bronze,Germany
Summer,1904,Aquatics,Men,10M Platform,Bronze,USA
Summer,1904,Aquatics,Men,10M Platform,Gold,USA
Summer,1904,Aquatics,Men,10M Platform,Silver,Germany
Summer,1904,Aquatics,Men,Plunge For Distance,Bronze,USA
Summer,1904,Aquatics,Men,Plunge For Distance,Gold,USA
Summer,1904,Aquatics,Men,Plunge For Distance,Silver,USA
Summer,1904,Aquatics,Men,100M Backstroke,Bronze,Germany
Summer,1904,Aquatics,Men,100M Backstroke,Gold,Germany
Summer,1904,Aquatics,Men,100M Backstroke,Silver,Germany
Summer,1904,Aquatics,Men,100M Freestyle,Bronze,USA
Summer,1904,Aquatics,Men,100M Freestyle,Gold,Hungary
Summer,1904,Aquatics,Men,100M Freestyle,Silver,USA
Summer,1904,Aquatics,Men,1500M Freestyle,Bronze,USA
Summer,1904,Aquatics,Men,1500M Freestyle,Gold,Germany
Summer,1904,Aquatics,Men,1500M Freestyle,Silver,Hungary
Summer,1904,Aquatics,Men,200M Freestyle,Bronze,Germany
Summer,1904,Aquatics,Men,200M Freestyle,Gold,USA
Summer,1904,Aquatics,Men,200M Freestyle,Silver,USA
Summer,1904,Aquatics,Men,400M Breaststroke,Bronze,USA
Summer,1904,Aquatics,Men,400M Breaststroke,Gold,Germany
Summer,1904,Aquatics,Men,400M Breaststroke,Silver,Germany
Summer,1904,Aquatics,Men,400M Freestyle,Bronze,Austria
Summer,1904,Aquatics,Men,400M Freestyle,Gold,USA
Summer,1904,Aquatics,Men,400M Freestyle,Silver,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Bronze,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Bronze,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Bronze,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Bronze,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Gold,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Gold,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Gold,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Gold,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Silver,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Silver,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Silver,USA
Summer,1904,Aquatics,Men,4X50Y Freestyle Relay,Silver,USA
Summer,1904,Aquatics,Men,50Y Freestyle (45.72M),Bronze,USA
Summer,1904,Aquatics,Men,50Y Freestyle (45.72M),Gold,Hungary
Summer,1904,Aquatics,Men,50Y Freestyle (45.72M),Silver,USA
Summer,1904,Aquatics,Men,880Y Freestyle (804.66M),Bronze,Hungary
Summer,1904,Aquatics,Men,880Y Freestyle (804.66M),Gold,Germany
Summer,1904,Aquatics,Men,880Y Freestyle (804.66M),Silver,USA
Summer,1904,Archery,Men,Double American Round (60Y - 50Y - 40Y),Bronze,USA
Summer,1904,Archery,Men,Double American Round (60Y - 50Y - 40Y),Gold,USA
Summer,1904,Archery,Men,Double American Round (60Y - 50Y - 40Y),Silver,USA
Summer,1904,Archery,Women,Double Columbia Round (50Y - 40Y - 30Y),Bronze,USA
Summer,1904,Archery,Women,Double Columbia Round (50Y - 40Y - 30Y),Gold,USA
Summer,1904,Archery,Women,Double Columbia Round (50Y - 40Y - 30Y),Silver,USA
Summer,1904,Archery,Women,Double National Round (60Y - 50Y),Bronze,USA
Summer,1904,Archery,Women,Double National Round (60Y - 50Y),Gold,USA
Summer,1904,Archery,Women,Double National Round (60Y - 50Y),Silver,USA
Summer,1904,Archery,Men,Double York Round (100Y - 80Y - 60Y),Bronze,USA
Summer,1904,Archery,Men,Double York Round (100Y - 80Y - 60Y),Gold,USA
Summer,1904,Archery,Men,Double York Round (100Y - 80Y - 60Y),Silver,USA
Summer,1904,Archery,Men,Team Round 60Y,Bronze,USA
Summer,1904,Archery,Men,Team Round 60Y,Bronze,USA
Summer,1904,Archery,Men,Team Round 60Y,Bronze,USA
Summer,1904,Archery,Men,Team Round 60Y,Bronze,USA
Summer,1904,Archery,Men,Team Round 60Y,Gold,USA
Summer,1904,Archery,Men,Team Round 60Y,Gold,USA
Summer,1904,Archery,Men,Team Round 60Y,Gold,USA
Summer,1904,Archery,Men,Team Round 60Y,Gold,USA
Summer,1904,Archery,Men,Team Round 60Y,Silver,USA
Summer,1904,Archery,Men,Team Round 60Y,Silver,USA
Summer,1904,Archery,Men,Team Round 60Y,Silver,USA
Summer,1904,Archery,Men,Team Round 60Y,Silver,USA
Summer,1904,Archery,Women,Teams Fita Round,Gold,USA
Summer,1904,Archery,Women,Teams Fita Round,Gold,USA
Summer,1904,Archery,Women,Teams Fita Round,Gold,USA
Summer,1904,Archery,Women,Teams Fita Round,Gold,USA
Summer,1904,Archery,Women,Teams Fita Round,Silver,USA
Summer,1904,Archery,Women,Teams Fita Round,Silver,USA
Summer,1904,Athletics,Men,100M,Bronze,USA
Summer,1904,Athletics,Men,100M,Gold,USA
Summer,1904,Athletics,Men,100M,Silver,USA
Summer,1904,Athletics,Men,110M Hurdles,Bronze,USA
Summer,1904,Athletics,Men,110M Hurdles,Gold,USA
Summer,1904,Athletics,Men,110M Hurdles,Silver,USA
Summer,1904,Athletics,Men,1500M,Bronze,USA
Summer,1904,Athletics,Men,1500M,Gold,USA
Summer,1904,Athletics,Men,1500M,Silver,USA
Summer,1904,Athletics,Men,200M,Bronze,USA
Summer,1904,Athletics,Men,200M,Gold,USA
Summer,1904,Athletics,Men,200M,Silver,USA
Summer,1904,Athletics,Men,200M Hurdles,Bronze,USA
Summer,1904,Athletics,Men,200M Hurdles,Gold,USA
Summer,1904,Athletics,Men,200M Hurdles,Silver,USA
Summer,1904,Athletics,Men,3000M Steeplechase,Bronze,USA
Summer,1904,Athletics,Men,3000M Steeplechase,Gold,USA
Summer,1904,Athletics,Men,3000M Steeplechase,Silver,UK
Summer,1904,Athletics,Men,400M,Bronze,USA
Summer,1904,Athletics,Men,400M,Gold,USA
Summer,1904,Athletics,Men,400M,Silver,USA
Summer,1904,Athletics,Men,400M Hurdles,Bronze,USA
Summer,1904,Athletics,Men,400M Hurdles,Gold,USA
Summer,1904,Athletics,Men,400M Hurdles,Silver,USA
Summer,1904,Athletics,Men,4Miles Team,Gold,USA
Summer,1904,Athletics,Men,4Miles Team,Gold,USA
Summer,1904,Athletics,Men,4Miles Team,Gold,USA
Summer,1904,Athletics,Men,4Miles Team,Gold,USA
Summer,1904,Athletics,Men,4Miles Team,Gold,USA
Summer,1904,Athletics,Men,4Miles Team,Silver,Mixed Team
Summer,1904,Athletics,Men,4Miles Team,Silver,Mixed Team
Summer,1904,Athletics,Men,4Miles Team,Silver,Mixed Team
Summer,1904,Athletics,Men,4Miles Team,Silver,Mixed Team
Summer,1904,Athletics,Men,4Miles Team,Silver,Mixed Team
Summer,1904,Athletics,Men,56LB Weight Throw (25.4KG),Bronze,USA
Summer,1904,Athletics,Men,56LB Weight Throw (25.4KG),Gold,Canada
Summer,1904,Athletics,Men,56LB Weight Throw (25.4KG),Silver,USA
Summer,1904,Athletics,Men,60M,Bronze,USA
Summer,1904,Athletics,Men,60M,Gold,USA
Summer,1904,Athletics,Men,60M,Silver,USA
Summer,1904,Athletics,Men,800M,Bronze,USA
Summer,1904,Athletics,Men,800M,Gold,USA
Summer,1904,Athletics,Men,800M,Silver,USA
Summer,1904,Athletics,Men,Decathlon,Bronze,USA
Summer,1904,Athletics,Men,Decathlon,Gold,UK
Summer,1904,Athletics,Men,Decathlon,Silver,USA
Summer,1904,Athletics,Men,Discus Throw,Bronze,Greece
Summer,1904,Athletics,Men,Discus Throw,Gold,USA
Summer,1904,Athletics,Men,Discus Throw,Silver,USA
Summer,1904,Athletics,Men,Hammer Throw,Bronze,USA
Summer,1904,Athletics,Men,Hammer Throw,Gold,USA
Summer,1904,Athletics,Men,Hammer Throw,Silver,USA
Summer,1904,Athletics,Men,High Jump,Bronze,Germany
Summer,1904,Athletics,Men,High Jump,Gold,USA
Summer,1904,Athletics,Men,High Jump,Silver,USA
Summer,1904,Athletics,Men,"High Jump, Standing",Bronze,USA
Summer,1904,Athletics,Men,"High Jump, Standing",Gold,USA
Summer,1904,Athletics,Men,"High Jump, Standing",Silver,USA
Summer,1904,Athletics,Men,Long Jump,Bronze,USA
Summer,1904,Athletics,Men,Long Jump,Gold,USA
Summer,1904,Athletics,Men,Long Jump,Silver,USA
Summer,1904,Athletics,Men,"Long Jump, Standing",Bronze,USA
Summer,1904,Athletics,Men,"Long Jump, Standing",Gold,USA
Summer,1904,Athletics,Men,"Long Jump, Standing",Silver,USA
Summer,1904,Athletics,Men,Marathon,Bronze,USA
Summer,1904,Athletics,Men,Marathon,Gold,USA
Summer,1904,Athletics,Men,Marathon,Silver,USA
Summer,1904,Athletics,Men,Pole Vault,Bronze,USA
Summer,1904,Athletics,Men,Pole Vault,Gold,USA
Summer,1904,Athletics,Men,Pole Vault,Silver,USA
Summer,1904,Athletics,Men,Shot Put,Bronze,USA
Summer,1904,Athletics,Men,Shot Put,Gold,USA
Summer,1904,Athletics,Men,Shot Put,Silver,USA
Summer,1904,Athletics,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Bronze,USA
Summer,1904,Athletics,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Gold,USA
Summer,1904,Athletics,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Silver,USA
Summer,1904,Athletics,Men,Triple Jump,Bronze,USA
Summer,1904,Athletics,Men,Triple Jump,Gold,USA
Summer,1904,Athletics,Men,Triple Jump,Silver,USA
Summer,1904,Athletics,Men,"Triple Jump, Standing",Bronze,USA
Summer,1904,Athletics,Men,"Triple Jump, Standing",Gold,USA
Summer,1904,Athletics,Men,"Triple Jump, Standing",Silver,USA
Summer,1904,Boxing,Men,- 47.63KG (Flyweight),Gold,USA
Summer,1904,Boxing,Men,- 47.63KG (Flyweight),Silver,USA
Summer,1904,Boxing,Men,+ 71.67KG (Heavyweight),Bronze,USA
Summer,1904,Boxing,Men,+ 71.67KG (Heavyweight),Gold,USA
Summer,1904,Boxing,Men,+ 71.67KG (Heavyweight),Silver,USA
Summer,1904,Boxing,Men,47.63 - 52.16KG (Bantamweight),Gold,USA
Summer,1904,Boxing,Men,47.63 - 52.16KG (Bantamweight),Silver,USA
Summer,1904,Boxing,Men,52.16 - 56.7KG (Featherweight),Bronze,USA
Summer,1904,Boxing,Men,52.16 - 56.7KG (Featherweight),Gold,USA
Summer,1904,Boxing,Men,52.16 - 56.7KG (Featherweight),Silver,USA
Summer,1904,Boxing,Men,56.7 - 61.24KG (Lightweight),Bronze,USA
Summer,1904,Boxing,Men,56.7 - 61.24KG (Lightweight),Gold,USA
Summer,1904,Boxing,Men,56.7 - 61.24KG (Lightweight),Silver,USA
Summer,1904,Boxing,Men,61.24 - 65.77KG (Welterweight),Bronze,USA
Summer,1904,Boxing,Men,61.24 - 65.77KG (Welterweight),Bronze,USA
Summer,1904,Boxing,Men,61.24 - 65.77KG (Welterweight),Gold,USA
Summer,1904,Boxing,Men,61.24 - 65.77KG (Welterweight),Silver,USA
Summer,1904,Boxing,Men,65.77 - 71.67KG (Middleweight),Gold,USA
Summer,1904,Boxing,Men,65.77 - 71.67KG (Middleweight),Silver,USA
Summer,1904,Cycling,Men,1 Mile (1609.3M),Bronze,USA
Summer,1904,Cycling,Men,1 Mile (1609.3M),Gold,USA
Summer,1904,Cycling,Men,1 Mile (1609.3M),Silver,USA
Summer,1904,Cycling,Men,1/2 Mile (804.7M),Bronze,USA
